Arrival_Date,Commodity,Commodity_Code,District,Grade,Market,Max_Price,Min_Price,Modal_Price,State,Variety,Year,Month,Day,DayOfWeek
2016-02-01,Potato,24,Bhagalpur,FAQ,Bhagalpur,1300,1100,1200,Bihar,Badshah,2016,2,1,0
2016-02-01,Wheat,1,Bhagalpur,FAQ,Bhagalpur,2200,2100,2150,Bihar,2329,2016,2,1,0
2016-02-01,Wheat,1,Bhagalpur,FAQ,Bhagalpur,2350,2250,2300,Bihar,PBW-343,2016,2,1,0
2016-02-01,Paddy(Dhan)(Common),2,Bhagalpur,FAQ,Bhagalpur,2100,2000,2050,Bihar,I.R. 36,2016,2,1,0
2016-02-01,Potato,24,Bhagalpur,FAQ,Bhagalpur,1200,1000,1100,Bihar,Desi,2016,2,1,0
2016-02-01,Cucumbar(Kheera),159,Bhagalpur,FAQ,Bhagalpur,3100,2900,3000,Bihar,Cucumbar,2016,2,1,0
2016-02-01,Cabbage,154,Bhagalpur,FAQ,Bhagalpur,3000,2800,2900,Bihar,Cabbage,2016,2,1,0
2016-02-01,Wheat,1,Bhagalpur,FAQ,Bhagalpur,2200,2100,2150,Bihar,Sonalika,2016,2,1,0
2016-02-01,Wheat,1,Bhagalpur,FAQ,Bhagalpur,2300,2200,2250,Bihar,Other,2016,2,1,0
2016-02-01,Tomato,78,Bhagalpur,FAQ,Bhagalpur,2500,2300,2400,Bihar,Local,2016,2,1,0
2016-02-01,Banana,19,Bhagalpur,Large,Bhagalpur,5000,4800,4900,Bihar,Other,2016,2,1,0
2016-02-01,Maize,4,Bhagalpur,FAQ,Bhagalpur,3000,2800,2900,Bihar,Megha,2016,2,1,0
2016-02-01,Rice,3,Bhagalpur,FAQ,Bhagalpur,5600,5400,5500,Bihar,Export Parmal,2016,2,1,0
2016-02-01,Wheat,1,Bhagalpur,FAQ,Bhagalpur,2250,2150,2200,Bihar,Deshi,2016,2,1,0
2016-02-01,Cucumbar(Kheera),159,Bhagalpur,FAQ,Bhagalpur,2700,2500,2600,Bihar,Other,2016,2,1,0
2016-02-01,Lentil (Masur)(Whole),63,Bhagalpur,FAQ,Bhagalpur,15000,14800,14900,Bihar,Masur Dal,2016,2,1,0
2016-02-01,Wheat,1,Bhagalpur,FAQ,Bhagalpur,2150,2050,2100,Bihar,U.P. 301,2016,2,1,0
2016-02-01,Tomato,78,Bhagalpur,FAQ,Bhagalpur,2700,2500,2600,Bihar,Deshi,2016,2,1,0
2016-02-01,Peas(Dry),347,Bhagalpur,FAQ,Bhagalpur,6600,6400,6500,Bihar,Other,2016,2,1,0
2016-02-01,Maize,4,Bhagalpur,FAQ,Bhagalpur,3200,3000,3100,Bihar,Local,2016,2,1,0
2016-02-01,Raddish,161,Bhagalpur,FAQ,Bhagalpur,1200,1000,1100,Bihar,Other,2016,2,1,0
2016-02-01,Guava,185,Bhagalpur,Large,Bhagalpur,4900,4700,4800,Bihar,Guava,2016,2,1,0
2016-02-01,Paddy(Dhan)(Common),2,Bhagalpur,FAQ,Bhagalpur,2200,2100,2150,Bihar,Swarna Masuri (OLD),2016,2,1,0
2016-02-01,Mustard Oil,324,Bhagalpur,FAQ,Bhagalpur,14800,14600,14700,Bihar,Other,2016,2,1,0
2016-02-02,Tomato,78,Bhagalpur,FAQ,Bhagalpur,2600,2400,2500,Bihar,Deshi,2016,2,2,1
2016-02-02,Paddy(Dhan)(Common),2,Bhagalpur,FAQ,Bhagalpur,2600,2500,2550,Bihar,Paddy fine,2016,2,2,1
2016-02-02,Wheat,1,Bhagalpur,FAQ,Bhagalpur,2400,2300,2350,Bihar,PBW-373,2016,2,2,1
2016-02-02,Guava,185,Bhagalpur,Small,Bhagalpur,3900,3700,3800,Bihar,Other,2016,2,2,1
2016-02-02,Cabbage,154,Bhagalpur,FAQ,Bhagalpur,3200,3000,3100,Bihar,Cabbage,2016,2,2,1
2016-02-02,Brinjal,35,Bhagalpur,FAQ,Bhagalpur,3700,3500,3600,Bihar,Brinjal,2016,2,2,1
2016-02-02,Wheat,1,Bhagalpur,FAQ,Bhagalpur,2250,2150,2200,Bihar,Sonalika,2016,2,2,1
2016-02-02,Raddish,161,Bhagalpur,FAQ,Bhagalpur,1200,1000,1100,Bihar,Other,2016,2,2,1
2016-02-02,Paddy(Dhan)(Common),2,Bhagalpur,FAQ,Bhagalpur,2350,2250,2300,Bihar,Paddy Arti - Masuri,2016,2,2,1
2016-02-02,Cucumbar(Kheera),159,Bhagalpur,FAQ,Bhagalpur,3200,3000,3100,Bihar,Other,2016,2,2,1
2016-02-02,Guava,185,Bhagalpur,Medium,Bhagalpur,4700,4500,4600,Bihar,Guava,2016,2,2,1
2016-02-02,Guava,185,Bhagalpur,Large,Bhagalpur,4900,4700,4800,Bihar,Guava,2016,2,2,1
2016-02-02,Lentil (Masur)(Whole),63,Bhagalpur,FAQ,Bhagalpur,14400,14200,14300,Bihar,Masur Dal,2016,2,2,1
2016-02-02,Tomato,78,Bhagalpur,FAQ,Bhagalpur,2400,2200,2300,Bihar,Local,2016,2,2,1
2016-02-02,Wheat,1,Bhagalpur,FAQ,Bhagalpur,2200,2100,2150,Bihar,2329,2016,2,2,1
2016-02-02,Bhindi(Ladies Finger),85,Bhagalpur,FAQ,Bhagalpur,3700,3500,3600,Bihar,Bhindi,2016,2,2,1
2016-02-02,Rice,3,Bhagalpur,FAQ,Bhagalpur,5000,4800,4900,Bihar,Masuri,2016,2,2,1
2016-02-02,Green Chilli,87,Bhagalpur,FAQ,Bhagalpur,4400,4200,4300,Bihar,Green Chilly,2016,2,2,1
2016-02-02,Peas(Dry),347,Bhagalpur,FAQ,Bhagalpur,6900,6700,6800,Bihar,Peas(Dry),2016,2,2,1
2016-02-02,Rice,3,Bhagalpur,FAQ,Bhagalpur,5400,5200,5300,Bihar,Arti Mashuri,2016,2,2,1
2016-02-02,Paddy(Dhan)(Common),2,Bhagalpur,FAQ,Bhagalpur,2300,2200,2250,Bihar,Swarna Masuri (New),2016,2,2,1
2016-02-02,Paddy(Dhan)(Common),2,Bhagalpur,FAQ,Bhagalpur,2350,2250,2300,Bihar,Samba Masuri,2016,2,2,1
2016-02-02,Cauliflower,34,Bhagalpur,FAQ,Bhagalpur,3000,2800,2900,Bihar,Cauliflower,2016,2,2,1
2016-02-02,Lentil (Masur)(Whole),63,Bhagalpur,FAQ,Bhagalpur,13800,13600,13700,Bihar,Other,2016,2,2,1
2016-02-02,Wheat,1,Bhagalpur,FAQ,Bhagalpur,2200,2100,2150,Bihar,U.P. 301,2016,2,2,1
2016-02-02,Rice,3,Bhagalpur,FAQ,Bhagalpur,5500,5300,5400,Bihar,Export Parmal,2016,2,2,1
2016-02-02,Guava,185,Bhagalpur,Small,Bhagalpur,4500,4300,4400,Bihar,Guava,2016,2,2,1
2016-02-02,Rice,3,Bhagalpur,FAQ,Bhagalpur,3900,3700,3800,Bihar,Other,2016,2,2,1
2016-02-02,Wheat,1,Bhagalpur,FAQ,Bhagalpur,2300,2200,2250,Bihar,Other,2016,2,2,1
2016-02-02,Rice,3,Bhagalpur,FAQ,Bhagalpur,4300,4100,4200,Bihar,Parimal (New),2016,2,2,1
2016-02-02,Paddy(Dhan)(Common),2,Bhagalpur,FAQ,Bhagalpur,2200,2000,2100,Bihar,I.R. 36,2016,2,2,1
2016-02-02,Brinjal,35,Bhagalpur,FAQ,Bhagalpur,3000,2800,2900,Bihar,Other,2016,2,2,1
2016-02-02,Banana,19,Bhagalpur,Medium,Bhagalpur,4500,4300,4400,Bihar,Other,2016,2,2,1
2016-02-02,Peas(Dry),347,Bhagalpur,FAQ,Bhagalpur,6500,6300,6400,Bihar,Other,2016,2,2,1
2016-02-02,Wheat,1,Bhagalpur,FAQ,Bhagalpur,2250,2150,2200,Bihar,Deshi,2016,2,2,1
2016-02-02,Arhar (Tur/Red Gram)(Whole),49,Bhagalpur,FAQ,Bhagalpur,14100,13900,14000,Bihar,Other,2016,2,2,1
2016-02-02,Wheat,1,Bhagalpur,FAQ,Bhagalpur,2350,2250,2300,Bihar,Lok-1,2016,2,2,1
2016-02-02,Rice,3,Bhagalpur,FAQ,Bhagalpur,7600,7400,7500,Bihar,Fine(Basmati),2016,2,2,1
2016-02-02,Banana,19,Bhagalpur,Large,Bhagalpur,4700,4500,4600,Bihar,Other,2016,2,2,1
2016-02-02,Maize,4,Bhagalpur,FAQ,Bhagalpur,3400,3200,3300,Bihar,Hybrid Red (Cattle Feed),2016,2,2,1
2016-02-02,Banana,19,Bhagalpur,Small,Bhagalpur,4200,4000,4100,Bihar,Other,2016,2,2,1
2016-02-02,Tomato,78,Bhagalpur,FAQ,Bhagalpur,2500,2300,2400,Bihar,Hybrid,2016,2,2,1
2016-02-02,Arhar (Tur/Red Gram)(Whole),49,Bhagalpur,FAQ,Bhagalpur,15400,15200,15300,Bihar,Arhar Dal(Tur),2016,2,2,1
2016-02-02,Guava,185,Bhagalpur,Medium,Bhagalpur,4000,3800,3900,Bihar,Other,2016,2,2,1
2016-02-02,Cucumbar(Kheera),159,Bhagalpur,FAQ,Bhagalpur,3500,3300,3400,Bihar,Cucumbar,2016,2,2,1
2016-02-02,Bengal Gram(Gram)(Whole),6,Bhagalpur,FAQ,Bhagalpur,6400,6200,6300,Bihar,Other,2016,2,2,1
2016-02-02,Onion,23,Bhagalpur,FAQ,Bhagalpur,2400,2200,2300,Bihar,Nasik,2016,2,2,1
2016-02-02,Potato,24,Bhagalpur,FAQ,Bhagalpur,1300,1100,1200,Bihar,Desi,2016,2,2,1
2016-02-02,Paddy(Dhan)(Common),2,Bhagalpur,FAQ,Bhagalpur,2250,2150,2200,Bihar,Other,2016,2,2,1
2016-02-02,Potato,24,Bhagalpur,FAQ,Bhagalpur,1400,1200,1300,Bihar,Badshah,2016,2,2,1
2016-02-02,Mustard Oil,324,Bhagalpur,FAQ,Bhagalpur,14500,14300,14400,Bihar,Other,2016,2,2,1
2016-02-02,Bitter gourd,81,Bhagalpur,FAQ,Bhagalpur,3400,3200,3300,Bihar,Bitter Gourd,2016,2,2,1
2016-02-02,Paddy(Dhan)(Common),2,Bhagalpur,FAQ,Bhagalpur,2200,2100,2150,Bihar,Swarna Masuri (OLD),2016,2,2,1
2016-02-02,Maize,4,Bhagalpur,FAQ,Bhagalpur,3100,2900,3000,Bihar,Megha,2016,2,2,1
2016-02-02,Paddy(Dhan)(Common),2,Bhagalpur,FAQ,Bhagalpur,2200,2100,2150,Bihar,Masuri,2016,2,2,1
2016-02-02,Raddish,161,Bhagalpur,FAQ,Bhagalpur,1100,900,1000,Bihar,Raddish,2016,2,2,1
2016-02-02,Guava,185,Bhagalpur,Large,Bhagalpur,4400,4200,4300,Bihar,Other,2016,2,2,1
2016-02-02,Maize,4,Bhagalpur,FAQ,Bhagalpur,3300,3100,3200,Bihar,Local,2016,2,2,1
2016-02-02,Wheat,1,Bhagalpur,FAQ,Bhagalpur,2300,2200,2250,Bihar,Sona,2016,2,2,1
2016-02-02,Wheat,1,Bhagalpur,FAQ,Bhagalpur,2350,2250,2300,Bihar,PBW-343,2016,2,2,1
2016-02-02,Bengal Gram(Gram)(Whole),6,Bhagalpur,FAQ,Bhagalpur,7000,6800,6900,Bihar,PBC-1,2016,2,2,1
2016-02-02,Wheat,1,Bhagalpur,FAQ,Bhagalpur,2300,2200,2250,Bihar,Kalyan,2016,2,2,1
2016-02-03,Wheat,1,Bhagalpur,FAQ,Bhagalpur,2250,2150,2200,Bihar,Sonalika,2016,2,3,2
2016-02-03,Lentil (Masur)(Whole),63,Bhagalpur,FAQ,Bhagalpur,13400,13200,13300,Bihar,Other,2016,2,3,2
2016-02-03,Guava,185,Bhagalpur,Medium,Bhagalpur,4000,3800,3900,Bihar,Other,2016,2,3,2
2016-02-03,Tomato,78,Bhagalpur,FAQ,Bhagalpur,2400,2200,2300,Bihar,Local,2016,2,3,2
2016-02-03,Brinjal,35,Bhagalpur,FAQ,Bhagalpur,3400,3200,3300,Bihar,Brinjal,2016,2,3,2
2016-02-03,Brinjal,35,Bhagalpur,FAQ,Bhagalpur,3100,2900,3000,Bihar,Other,2016,2,3,2
2016-02-03,Wheat,1,Bhagalpur,FAQ,Bhagalpur,2250,2150,2200,Bihar,Deshi,2016,2,3,2
2016-02-03,Wheat,1,Bhagalpur,FAQ,Bhagalpur,2300,2200,2250,Bihar,Sona,2016,2,3,2
2016-02-03,Potato,24,Bhagalpur,FAQ,Bhagalpur,1200,1000,1100,Bihar,Desi,2016,2,3,2
2016-02-03,Guava,185,Bhagalpur,Medium,Bhagalpur,4700,4500,4600,Bihar,Guava,2016,2,3,2
2016-02-03,Paddy(Dhan)(Common),2,Bhagalpur,FAQ,Bhagalpur,2600,2500,2550,Bihar,Paddy fine,2016,2,3,2
2016-02-03,Wheat,1,Bhagalpur,FAQ,Bhagalpur,2200,2100,2150,Bihar,U.P. 301,2016,2,3,2
2016-02-03,Arhar (Tur/Red Gram)(Whole),49,Bhagalpur,FAQ,Bhagalpur,15100,14900,15000,Bihar,Arhar Dal(Tur),2016,2,3,2
2016-02-03,Banana,19,Bhagalpur,Small,Bhagalpur,4400,4200,4300,Bihar,Other,2016,2,3,2
2016-02-03,Mustard Oil,324,Bhagalpur,FAQ,Bhagalpur,14900,14700,14800,Bihar,Other,2016,2,3,2
2016-02-03,Maize,4,Bhagalpur,FAQ,Bhagalpur,3300,3100,3200,Bihar,Local,2016,2,3,2
2016-02-03,Rice,3,Bhagalpur,FAQ,Bhagalpur,3900,3700,3800,Bihar,Parimal (New),2016,2,3,2
2016-02-03,Raddish,161,Bhagalpur,FAQ,Bhagalpur,1100,900,1000,Bihar,Raddish,2016,2,3,2
2016-02-03,Wheat,1,Bhagalpur,FAQ,Bhagalpur,2300,2200,2250,Bihar,Other,2016,2,3,2
2016-02-03,Wheat,1,Bhagalpur,FAQ,Bhagalpur,2200,2100,2150,Bihar,2329,2016,2,3,2
2016-02-03,Peas(Dry),347,Bhagalpur,FAQ,Bhagalpur,7200,7000,7100,Bihar,Peas(Dry),2016,2,3,2
2016-02-03,Paddy(Dhan)(Common),2,Bhagalpur,FAQ,Bhagalpur,2250,2150,2200,Bihar,Masuri,2016,2,3,2
2016-02-03,Lentil (Masur)(Whole),63,Bhagalpur,FAQ,Bhagalpur,14500,14300,14400,Bihar,Masur Dal,2016,2,3,2
2016-02-03,Maize,4,Bhagalpur,FAQ,Bhagalpur,3400,3200,3300,Bihar,Hybrid Red (Cattle Feed),2016,2,3,2
2016-02-03,Maize,4,Bhagalpur,FAQ,Bhagalpur,3100,2900,3000,Bihar,Megha,2016,2,3,2
2016-02-03,Peas(Dry),347,Bhagalpur,FAQ,Bhagalpur,6600,6400,6500,Bihar,Other,2016,2,3,2
2016-02-03,Paddy(Dhan)(Common),2,Bhagalpur,FAQ,Bhagalpur,2400,2300,2350,Bihar,Samba Masuri,2016,2,3,2
2016-02-03,Cabbage,154,Bhagalpur,FAQ,Bhagalpur,3000,2800,2900,Bihar,Cabbage,2016,2,3,2
2016-02-03,Raddish,161,Bhagalpur,FAQ,Bhagalpur,1200,1000,1100,Bihar,Other,2016,2,3,2
2016-02-03,Rice,3,Bhagalpur,FAQ,Bhagalpur,5400,5200,5300,Bihar,Arti Mashuri,2016,2,3,2
2016-02-03,Cucumbar(Kheera),159,Bhagalpur,FAQ,Bhagalpur,3400,3200,3300,Bihar,Other,2016,2,3,2
2016-02-03,Bengal Gram(Gram)(Whole),6,Bhagalpur,FAQ,Bhagalpur,7200,7000,7100,Bihar,PBC-1,2016,2,3,2
2016-02-03,Potato,24,Bhagalpur,FAQ,Bhagalpur,1300,1100,1200,Bihar,Badshah,2016,2,3,2
2016-02-03,Guava,185,Bhagalpur,Small,Bhagalpur,4500,4300,4400,Bihar,Guava,2016,2,3,2
2016-02-03,Guava,185,Bhagalpur,Small,Bhagalpur,3900,3700,3800,Bihar,Other,2016,2,3,2
2016-02-03,Guava,185,Bhagalpur,Large,Bhagalpur,4900,4700,4800,Bihar,Guava,2016,2,3,2
2016-02-03,Rice,3,Bhagalpur,FAQ,Bhagalpur,7500,7300,7400,Bihar,Fine(Basmati),2016,2,3,2
2016-02-03,Paddy(Dhan)(Common),2,Bhagalpur,FAQ,Bhagalpur,2300,2200,2250,Bihar,Other,2016,2,3,2
2016-02-03,Bhindi(Ladies Finger),85,Bhagalpur,FAQ,Bhagalpur,3700,3500,3600,Bihar,Bhindi,2016,2,3,2
2016-02-03,Guava,185,Bhagalpur,Large,Bhagalpur,4200,4000,4100,Bihar,Other,2016,2,3,2
2016-02-03,Banana,19,Bhagalpur,Large,Bhagalpur,4900,4700,4800,Bihar,Other,2016,2,3,2
2016-02-03,Paddy(Dhan)(Common),2,Bhagalpur,FAQ,Bhagalpur,2350,2250,2300,Bihar,Paddy Arti - Masuri,2016,2,3,2
2016-02-03,Wheat,1,Bhagalpur,FAQ,Bhagalpur,2350,2250,2300,Bihar,PBW-343,2016,2,3,2
2016-02-03,Green Chilli,87,Bhagalpur,FAQ,Bhagalpur,4200,4000,4100,Bihar,Green Chilly,2016,2,3,2
2016-02-03,Wheat,1,Bhagalpur,FAQ,Bhagalpur,2400,2300,2350,Bihar,PBW-373,2016,2,3,2
2016-02-03,Banana,19,Bhagalpur,Medium,Bhagalpur,4600,4400,4500,Bihar,Other,2016,2,3,2
2016-02-03,Bitter gourd,81,Bhagalpur,FAQ,Bhagalpur,3500,3300,3400,Bihar,Bitter Gourd,2016,2,3,2
2016-02-03,Bengal Gram(Gram)(Whole),6,Bhagalpur,FAQ,Bhagalpur,6400,6200,6300,Bihar,Other,2016,2,3,2
2016-02-03,Paddy(Dhan)(Common),2,Bhagalpur,FAQ,Bhagalpur,2200,2100,2150,Bihar,Swarna Masuri (OLD),2016,2,3,2
2016-02-03,Tomato,78,Bhagalpur,FAQ,Bhagalpur,2500,2300,2400,Bihar,Hybrid,2016,2,3,2
2016-02-03,Paddy(Dhan)(Common),2,Bhagalpur,FAQ,Bhagalpur,2200,2100,2150,Bihar,I.R. 36,2016,2,3,2
2016-02-03,Onion,23,Bhagalpur,FAQ,Bhagalpur,2500,2300,2400,Bihar,Nasik,2016,2,3,2
2016-02-03,Rice,3,Bhagalpur,FAQ,Bhagalpur,4000,3800,3900,Bihar,Other,2016,2,3,2
2016-02-03,Arhar (Tur/Red Gram)(Whole),49,Bhagalpur,FAQ,Bhagalpur,14400,14200,14300,Bihar,Other,2016,2,3,2
2016-02-03,Cucumbar(Kheera),159,Bhagalpur,FAQ,Bhagalpur,3600,3400,3500,Bihar,Cucumbar,2016,2,3,2
2016-02-03,Paddy(Dhan)(Common),2,Bhagalpur,FAQ,Bhagalpur,2300,2200,2250,Bihar,Swarna Masuri (New),2016,2,3,2
2016-02-03,Wheat,1,Bhagalpur,FAQ,Bhagalpur,2350,2250,2300,Bihar,Lok-1,2016,2,3,2
2016-02-03,Wheat,1,Bhagalpur,FAQ,Bhagalpur,2300,2200,2250,Bihar,Kalyan,2016,2,3,2
2016-02-03,Cauliflower,34,Bhagalpur,FAQ,Bhagalpur,3200,3000,3100,Bihar,Cauliflower,2016,2,3,2
2016-02-03,Rice,3,Bhagalpur,FAQ,Bhagalpur,5700,5500,5600,Bihar,Export Parmal,2016,2,3,2
2016-02-03,Tomato,78,Bhagalpur,FAQ,Bhagalpur,2600,2400,2500,Bihar,Deshi,2016,2,3,2
2016-02-03,Rice,3,Bhagalpur,FAQ,Bhagalpur,5100,4900,5000,Bihar,Masuri,2016,2,3,2
2016-02-04,Paddy(Dhan)(Common),2,Bhagalpur,FAQ,Bhagalpur,2200,2100,2150,Bihar,I.R. 36,2016,2,4,3
2016-02-04,Rice,3,Bhagalpur,FAQ,Bhagalpur,7500,7300,7400,Bihar,Fine(Basmati),2016,2,4,3
2016-02-04,Wheat,1,Bhagalpur,FAQ,Bhagalpur,2400,2300,2350,Bihar,PBW-373,2016,2,4,3
2016-02-04,Wheat,1,Bhagalpur,FAQ,Bhagalpur,2350,2250,2300,Bihar,Kalyan,2016,2,4,3
2016-02-04,Arhar (Tur/Red Gram)(Whole),49,Bhagalpur,FAQ,Bhagalpur,14900,14700,14800,Bihar,Arhar Dal(Tur),2016,2,4,3
2016-02-04,Rice,3,Bhagalpur,FAQ,Bhagalpur,4000,3800,3900,Bihar,Other,2016,2,4,3
2016-02-04,Maize,4,Bhagalpur,FAQ,Bhagalpur,3400,3200,3300,Bihar,Megha,2016,2,4,3
2016-02-04,Rice,3,Bhagalpur,FAQ,Bhagalpur,4400,4200,4300,Bihar,Parimal (New),2016,2,4,3
2016-02-04,Paddy(Dhan)(Common),2,Bhagalpur,FAQ,Bhagalpur,2400,2300,2350,Bihar,Swarna Masuri (New),2016,2,4,3
2016-02-04,Potato,24,Bhagalpur,FAQ,Bhagalpur,1200,1000,1100,Bihar,Desi,2016,2,4,3
2016-02-04,Maize,4,Bhagalpur,FAQ,Bhagalpur,3500,3300,3400,Bihar,Local,2016,2,4,3
2016-02-04,Rice,3,Bhagalpur,FAQ,Bhagalpur,5600,5400,5500,Bihar,Export Parmal,2016,2,4,3
2016-02-04,Bengal Gram(Gram)(Whole),6,Bhagalpur,FAQ,Bhagalpur,6300,6100,6200,Bihar,Other,2016,2,4,3
2016-02-04,Paddy(Dhan)(Common),2,Bhagalpur,FAQ,Bhagalpur,2250,2150,2200,Bihar,Masuri,2016,2,4,3
2016-02-04,Raddish,161,Bhagalpur,FAQ,Bhagalpur,1200,1000,1100,Bihar,Other,2016,2,4,3
2016-02-04,Tomato,78,Bhagalpur,FAQ,Bhagalpur,2600,2400,2500,Bihar,Deshi,2016,2,4,3
2016-02-04,Potato,24,Bhagalpur,FAQ,Bhagalpur,1400,1200,1300,Bihar,Badshah,2016,2,4,3
2016-02-04,Paddy(Dhan)(Common),2,Bhagalpur,FAQ,Bhagalpur,2300,2200,2250,Bihar,Other,2016,2,4,3
2016-02-04,Guava,185,Bhagalpur,Medium,Bhagalpur,4600,4400,4500,Bihar,Guava,2016,2,4,3
2016-02-04,Cucumbar(Kheera),159,Bhagalpur,FAQ,Bhagalpur,3600,3400,3500,Bihar,Cucumbar,2016,2,4,3
2016-02-04,Banana,19,Bhagalpur,Large,Bhagalpur,4800,4600,4700,Bihar,Other,2016,2,4,3
2016-02-04,Wheat,1,Bhagalpur,FAQ,Bhagalpur,2300,2200,2250,Bihar,Deshi,2016,2,4,3
2016-02-04,Wheat,1,Bhagalpur,FAQ,Bhagalpur,2250,2150,2200,Bihar,2329,2016,2,4,3
2016-02-04,Banana,19,Bhagalpur,Medium,Bhagalpur,4700,4500,4600,Bihar,Other,2016,2,4,3
2016-02-04,Wheat,1,Bhagalpur,FAQ,Bhagalpur,2300,2200,2250,Bihar,Other,2016,2,4,3
2016-02-04,Bitter gourd,81,Bhagalpur,FAQ,Bhagalpur,3400,3200,3300,Bihar,Bitter Gourd,2016,2,4,3
2016-02-04,Peas(Dry),347,Bhagalpur,FAQ,Bhagalpur,6500,6300,6400,Bihar,Other,2016,2,4,3
2016-02-04,Wheat,1,Bhagalpur,FAQ,Bhagalpur,2300,2200,2250,Bihar,Sona,2016,2,4,3
2016-02-04,Paddy(Dhan)(Common),2,Bhagalpur,FAQ,Bhagalpur,2600,2500,2550,Bihar,Paddy fine,2016,2,4,3
2016-02-04,Raddish,161,Bhagalpur,FAQ,Bhagalpur,1100,900,1000,Bihar,Raddish,2016,2,4,3
2016-02-04,Wheat,1,Bhagalpur,FAQ,Bhagalpur,2400,2300,2350,Bihar,Lok-1,2016,2,4,3
2016-02-04,Guava,185,Bhagalpur,Small,Bhagalpur,4500,4300,4400,Bihar,Guava,2016,2,4,3
2016-02-04,Cabbage,154,Bhagalpur,FAQ,Bhagalpur,3100,2900,3000,Bihar,Cabbage,2016,2,4,3
2016-02-04,Cauliflower,34,Bhagalpur,FAQ,Bhagalpur,3200,3000,3100,Bihar,Cauliflower,2016,2,4,3
2016-02-04,Bhindi(Ladies Finger),85,Bhagalpur,FAQ,Bhagalpur,3800,3600,3700,Bihar,Bhindi,2016,2,4,3
2016-02-04,Bengal Gram(Gram)(Whole),6,Bhagalpur,FAQ,Bhagalpur,6900,6700,6800,Bihar,PBC-1,2016,2,4,3
2016-02-04,Guava,185,Bhagalpur,Large,Bhagalpur,4700,4500,4600,Bihar,Guava,2016,2,4,3
2016-02-04,Green Chilli,87,Bhagalpur,FAQ,Bhagalpur,4500,4300,4400,Bihar,Green Chilly,2016,2,4,3
2016-02-04,Peas(Dry),347,Bhagalpur,FAQ,Bhagalpur,7000,6800,6900,Bihar,Peas(Dry),2016,2,4,3
2016-02-04,Wheat,1,Bhagalpur,FAQ,Bhagalpur,2200,2100,2150,Bihar,U.P. 301,2016,2,4,3
2016-02-04,Tomato,78,Bhagalpur,FAQ,Bhagalpur,2400,2200,2300,Bihar,Local,2016,2,4,3
2016-02-04,Wheat,1,Bhagalpur,FAQ,Bhagalpur,2350,2250,2300,Bihar,PBW-343,2016,2,4,3
2016-02-04,Paddy(Dhan)(Common),2,Bhagalpur,FAQ,Bhagalpur,2500,2400,2450,Bihar,Samba Masuri,2016,2,4,3
2016-02-04,Banana,19,Bhagalpur,Small,Bhagalpur,4400,4200,4300,Bihar,Other,2016,2,4,3
2016-02-04,Guava,185,Bhagalpur,Medium,Bhagalpur,4300,4100,4200,Bihar,Other,2016,2,4,3
2016-02-04,Guava,185,Bhagalpur,Large,Bhagalpur,4400,4200,4300,Bihar,Other,2016,2,4,3
2016-02-04,Guava,185,Bhagalpur,Small,Bhagalpur,4200,4000,4100,Bihar,Other,2016,2,4,3
2016-02-04,Tomato,78,Bhagalpur,FAQ,Bhagalpur,2500,2300,2400,Bihar,Hybrid,2016,2,4,3
2016-02-04,Onion,23,Bhagalpur,FAQ,Bhagalpur,2500,2300,2400,Bihar,Nasik,2016,2,4,3
2016-02-04,Cucumbar(Kheera),159,Bhagalpur,FAQ,Bhagalpur,3300,3100,3200,Bihar,Other,2016,2,4,3
2016-02-04,Brinjal,35,Bhagalpur,FAQ,Bhagalpur,3300,3100,3200,Bihar,Brinjal,2016,2,4,3
2016-02-04,Paddy(Dhan)(Common),2,Bhagalpur,FAQ,Bhagalpur,2350,2250,2300,Bihar,Paddy Arti - Masuri,2016,2,4,3
2016-02-04,Mustard Oil,324,Bhagalpur,FAQ,Bhagalpur,15000,14800,14900,Bihar,Other,2016,2,4,3
2016-02-04,Lentil (Masur)(Whole),63,Bhagalpur,FAQ,Bhagalpur,13900,13700,13800,Bihar,Other,2016,2,4,3
2016-02-04,Rice,3,Bhagalpur,FAQ,Bhagalpur,5500,5300,5400,Bihar,Arti Mashuri,2016,2,4,3
2016-02-04,Rice,3,Bhagalpur,FAQ,Bhagalpur,5000,4800,4900,Bihar,Masuri,2016,2,4,3
2016-02-04,Arhar (Tur/Red Gram)(Whole),49,Bhagalpur,FAQ,Bhagalpur,14300,14100,14200,Bihar,Other,2016,2,4,3
2016-02-04,Wheat,1,Bhagalpur,FAQ,Bhagalpur,2250,2150,2200,Bihar,Sonalika,2016,2,4,3
2016-02-04,Brinjal,35,Bhagalpur,FAQ,Bhagalpur,3000,2800,2900,Bihar,Other,2016,2,4,3
2016-02-04,Paddy(Dhan)(Common),2,Bhagalpur,FAQ,Bhagalpur,2200,2100,2150,Bihar,Swarna Masuri (OLD),2016,2,4,3
2016-02-04,Lentil (Masur)(Whole),63,Bhagalpur,FAQ,Bhagalpur,14900,14700,14800,Bihar,Masur Dal,2016,2,4,3
2016-02-05,Tomato,78,Bhagalpur,FAQ,Bhagalpur,2500,2300,2400,Bihar,Local,2016,2,5,4
2016-02-05,Maize,4,Bhagalpur,FAQ,Bhagalpur,3400,3200,3300,Bihar,Local,2016,2,5,4
